tday,stocks,cl
20051216,EWZ,NaN
20051216,FXI,1703
20051219,EWC,1827
20051219,EWG,1643
20051219,EWJ,1164
20051219,EWQ,2019
20051219,EWU,1326
20051219,EWY,3896
20051219,EWZ,NaN
20051219,FXI,1713
20051220,EWC,1826
20051220,EWG,1629
20051220,EWJ,1176
20051220,EWQ,1998
20051220,EWU,1327
20051220,EWY,3925
20051220,EWZ,NaN
20051220,FXI,1732
20051221,EWC,1846
20051221,EWG,1635
20051221,EWJ,1193
20051221,EWQ,2014
20051221,EWU,1327
20051221,EWY,4005
20051221,EWZ,NaN
20051221,FXI,1744
20051222,EWC,1846
20051222,EWG,1640
20051222,EWJ,1203
20051222,EWQ,2023
20051222,EWU,1332
20051222,EWY,4000
20051222,EWZ,NaN
20051222,FXI,1738
20051223,EWC,1850
20051223,EWG,1648
20051223,EWJ,1206
20051223,EWQ,2021
20051223,EWU,1332
20051223,EWY,4048
20051223,EWZ,NaN
20051223,FXI,1744
20051227,EWC,1818
20051227,EWG,1647
20051227,EWJ,1180
20051227,EWQ,2012
20051227,EWU,1320
20051227,EWY,4056
20051227,EWZ,NaN
20051227,FXI,1730
20051228,EWC,1853
20051228,EWG,1653
20051228,EWJ,1201
20051228,EWQ,2020
20051228,EWU,1319
20051228,EWY,4078
20051228,EWZ,NaN
20051228,FXI,1732
20051229,EWC,1860
20051229,EWG,1656
20051229,EWJ,1202
20051229,EWQ,2024
20051229,EWU,1327
20051229,EWY,4088
20051229,EWZ,NaN
20051229,FXI,1739
20051230,EWC,1853
20051230,EWG,1642
20051230,EWJ,1194
20051230,EWQ,2004
20051230,EWU,1322
20051230,EWY,4079
20051230,EWZ,NaN
20051230,FXI,1720
20060103,EWC,1900
20060103,EWG,1694
20060103,EWJ,1232
20060103,EWQ,2079
20060103,EWU,1363
20060103,EWY,4231
20060103,EWZ,NaN
20060103,FXI,1759
20060104,EWC,1923
20060104,EWG,1720
20060104,EWJ,1243
20060104,EWQ,2105
20060104,EWU,1379
20060104,EWY,4243
20060104,EWZ,NaN
20060104,FXI,1800
20060105,EWC,1894
20060105,EWG,1714
20060105,EWJ,1235
20060105,EWQ,2102
20060105,EWU,1371
20060105,EWY,4228
20060105,EWZ,NaN
20060105,FXI,1802
20060106,EWC,1912
20060106,EWG,1730
20060106,EWJ,1253
20060106,EWQ,2128
20060106,EWU,1394
20060106,EWY,4314
20060106,EWZ,NaN
20060106,FXI,1844
20060109,EWC,1899
20060109,EWG,1719
20060109,EWJ,1259
20060109,EWQ,2120
20060109,EWU,1388
20060109,EWY,4327
20060109,EWZ,NaN
20060109,FXI,1865
20060110,EWC,1907
20060110,EWG,1709
20060110,EWJ,1236
20060110,EWQ,2113
20060110,EWU,1378
20060110,EWY,4245
20060110,EWZ,NaN
20060110,FXI,1846
20060111,EWC,1918
20060111,EWG,1725
20060111,EWJ,1250
20060111,EWQ,2132
20060111,EWU,1388
20060111,EWY,4257
20060111,EWZ,NaN
20060111,FXI,1868
20060112,EWC,1905
20060112,EWG,1709
20060112,EWJ,1241
20060112,EWQ,2105
20060112,EWU,1379
20060112,EWY,4226
20060112,EWZ,NaN
20060112,FXI,1859
20060113,EWC,1915
20060113,EWG,1711
20060113,EWJ,1243
20060113,EWQ,2110
20060113,EWU,1392
20060113,EWY,4256
20060113,EWZ,NaN
20060113,FXI,1894
20060117,EWC,1926
20060117,EWG,1702
20060117,EWJ,1205
20060117,EWQ,2094
20060117,EWU,1378
20060117,EWY,4137
20060117,EWZ,NaN
20060117,FXI,1870
20060118,EWC,1890
20060118,EWG,1686
20060118,EWJ,1169
20060118,EWQ,2076
20060118,EWU,1366
20060118,EWY,4065
20060118,EWZ,NaN
20060118,FXI,1872
20060119,EWC,1923
20060119,EWG,1691
20060119,EWJ,1201
20060119,EWQ,2092
20060119,EWU,1374
20060119,EWY,4155
20060119,EWZ,NaN
20060119,FXI,1934
20060120,EWC,1928
20060120,EWG,1658
20060120,EWJ,1167
20060120,EWQ,2062
20060120,EWU,1363
20060120,EWY,3961
20060120,EWZ,NaN
20060120,FXI,1897
20060123,EWC,1961
20060123,EWG,1690
20060123,EWJ,1184
20060123,EWQ,2098
20060123,EWU,1381
20060123,EWY,4031
20060123,EWZ,NaN
20060123,FXI,1906
20060124,EWC,1949
20060124,EWG,1694
20060124,EWJ,1205
20060124,EWQ,2098
20060124,EWU,1381
20060124,EWY,4159
20060124,EWZ,NaN
20060124,FXI,1928
20060125,EWC,1943
20060125,EWG,1715
20060125,EWJ,1194
20060125,EWQ,2105
20060125,EWU,1395
20060125,EWY,4222
20060125,EWZ,NaN
20060125,FXI,1915
20060126,EWC,1962
20060126,EWG,1756
20060126,EWJ,1221
20060126,EWQ,2138
20060126,EWU,1401
20060126,EWY,4301
20060126,EWZ,NaN
20060126,FXI,1932
20060127,EWC,1983
20060127,EWG,1761
20060127,EWJ,1249
20060127,EWQ,2152
20060127,EWU,1408
20060127,EWY,4379
20060127,EWZ,NaN
20060127,FXI,2007
20060130,EWC,2005
20060130,EWG,1765
20060130,EWJ,1243
20060130,EWQ,2149
20060130,EWU,1397
20060130,EWY,4363
20060130,EWZ,NaN
20060130,FXI,2010
20060131,EWC,2021
20060131,EWG,1774
20060131,EWJ,1238
20060131,EWQ,2163
20060131,EWU,1403
20060131,EWY,4395
20060131,EWZ,NaN
20060131,FXI,2003
20060201,EWC,2017
20060201,EWG,1787
20060201,EWJ,1235
20060201,EWQ,2165
20060201,EWU,1412
20060201,EWY,4330
20060201,EWZ,NaN
20060201,FXI,2000
20060202,EWC,2005
20060202,EWG,1757
20060202,EWJ,1216
20060202,EWQ,2134
20060202,EWU,1396
20060202,EWY,4251
20060202,EWZ,NaN
20060202,FXI,1957
20060203,EWC,2004
20060203,EWG,1749
20060203,EWJ,1227
20060203,EWQ,2132
20060203,EWU,1388
20060203,EWY,4161
20060203,EWZ,NaN
20060203,FXI,1922
20060206,EWC,2026
20060206,EWG,1746
20060206,EWJ,1224
20060206,EWQ,2118
20060206,EWU,1382
20060206,EWY,4262
20060206,EWZ,NaN
20060206,FXI,1983
20060207,EWC,1962
20060207,EWG,1736
20060207,EWJ,1215
20060207,EWQ,2103
20060207,EWU,1368
20060207,EWY,4133
20060207,EWZ,NaN
20060207,FXI,1962
20060208,EWC,1958
20060208,EWG,1756
20060208,EWJ,1208
20060208,EWQ,2111
20060208,EWU,1367
20060208,EWY,4153
20060208,EWZ,NaN
20060208,FXI,1966
20060209,EWC,1959
20060209,EWG,1763
20060209,EWJ,1205
20060209,EWQ,2125
20060209,EWU,1381
20060209,EWY,4156
20060209,EWZ,NaN
20060209,FXI,1947
20060210,EWC,1938
20060210,EWG,1759
20060210,EWJ,1199
20060210,EWQ,2108
20060210,EWU,1388
20060210,EWY,4198
20060210,EWZ,NaN
20060210,FXI,1954
20060213,EWC,1912
20060213,EWG,1759
20060213,EWJ,1174
20060213,EWQ,2108
20060213,EWU,1379
20060213,EWY,4047
20060213,EWZ,NaN
20060213,FXI,1950
20060214,EWC,1939
20060214,EWG,1778
20060214,EWJ,1202
20060214,EWQ,2128
20060214,EWU,1381
20060214,EWY,4190
20060214,EWZ,NaN
20060214,FXI,2007
20060215,EWC,1918
20060215,EWG,1768
20060215,EWJ,1187
20060215,EWQ,2104
20060215,EWU,1382
20060215,EWY,4086
20060215,EWZ,NaN
20060215,FXI,2000
20060216,EWC,1945
20060216,EWG,1775
20060216,EWJ,1200
20060216,EWQ,2121
20060216,EWU,1392
20060216,EWY,4152
20060216,EWZ,NaN
20060216,FXI,2003
20060217,EWC,1966
20060217,EWG,1788
20060217,EWJ,1175
20060217,EWQ,2138
20060217,EWU,1395
20060217,EWY,4169
20060217,EWZ,NaN
20060217,FXI,2000
20060221,EWC,1977
20060221,EWG,1778
20060221,EWJ,1177
20060221,EWQ,2129
20060221,EWU,1402
20060221,EWY,4212
20060221,EWZ,NaN
20060221,FXI,2036
20060222,EWC,1972
20060222,EWG,1802
20060222,EWJ,1185
20060222,EWQ,2144
20060222,EWU,1405
20060222,EWY,4201
20060222,EWZ,NaN
20060222,FXI,2079
20060223,EWC,1955
20060223,EWG,1796
20060223,EWJ,1198
20060223,EWQ,2141
20060223,EWU,1405
20060223,EWY,4248
20060223,EWZ,NaN
20060223,FXI,2066
20060224,EWC,1973
20060224,EWG,1796
20060224,EWJ,1221
20060224,EWQ,2152
20060224,EWU,1402
20060224,EWY,4294
20060224,EWZ,NaN
20060224,FXI,2062
20060227,EWC,1967
20060227,EWG,1807
20060227,EWJ,1236
20060227,EWQ,2152
20060227,EWU,1408
20060227,EWY,4337
20060227,EWZ,NaN
20060227,FXI,2056
20060228,EWC,1975
20060228,EWG,1782
20060228,EWJ,1219
20060228,EWQ,2131
20060228,EWU,1395
20060228,EWY,4231
20060228,EWZ,NaN
20060228,FXI,2027
20060301,EWC,1997
20060301,EWG,1807
20060301,EWJ,1230
20060301,EWQ,2157
20060301,EWU,1405
20060301,EWY,4306
20060301,EWZ,NaN
20060301,FXI,2042
20060302,EWC,2021
20060302,EWG,1797
20060302,EWJ,1212
20060302,EWQ,2158
20060302,EWU,1405
20060302,EWY,4272
20060302,EWZ,NaN
20060302,FXI,2047
20060303,EWC,2028
20060303,EWG,1778
20060303,EWJ,1195
20060303,EWQ,2159
20060303,EWU,1409
20060303,EWY,4152
20060303,EWZ,NaN
20060303,FXI,2054
20060306,EWC,2005
20060306,EWG,1774
20060306,EWJ,1187
20060306,EWQ,2149
20060306,EWU,1410
20060306,EWY,4111
20060306,EWZ,NaN
20060306,FXI,2035
20060307,EWC,1967
20060307,EWG,1753
20060307,EWJ,1174
20060307,EWQ,2118
20060307,EWU,1395
20060307,EWY,3952
20060307,EWZ,NaN
20060307,FXI,1979
20060308,EWC,1946
20060308,EWG,1752
20060308,EWJ,1182
20060308,EWQ,2118
20060308,EWU,1396
20060308,EWY,4024
20060308,EWZ,NaN
20060308,FXI,1952
20060309,EWC,1946
20060309,EWG,1753
20060309,EWJ,1194
20060309,EWQ,2126
20060309,EWU,1396
20060309,EWY,3988
20060309,EWZ,NaN
20060309,FXI,1946
20060310,EWC,1960
20060310,EWG,1779
20060310,EWJ,1208
20060310,EWQ,2163
20060310,EWU,1406
20060310,EWY,4076
20060310,EWZ,NaN
20060310,FXI,1957
20060313,EWC,1970
20060313,EWG,1797
20060313,EWJ,1221
20060313,EWQ,2175
20060313,EWU,1418
20060313,EWY,4116
20060313,EWZ,NaN
20060313,FXI,1974
20060314,EWC,1991
20060314,EWG,1823
20060314,EWJ,1233
20060314,EWQ,2203
20060314,EWU,1438
20060314,EWY,4165
20060314,EWZ,NaN
20060314,FXI,2004
20060315,EWC,2010
20060315,EWG,1839
20060315,EWJ,1229
20060315,EWQ,2213
20060315,EWU,1445
20060315,EWY,4169
20060315,EWZ,NaN
20060315,FXI,2020
20060316,EWC,2018
20060316,EWG,1850
20060316,EWJ,1218
20060316,EWQ,2228
20060316,EWU,1452
20060316,EWY,4129
20060316,EWZ,NaN
20060316,FXI,2009
20060317,EWC,1990
20060317,EWG,1849
20060317,EWJ,1235
20060317,EWQ,2239
20060317,EWU,1452
20060317,EWY,4184
20060317,EWZ,NaN
20060317,FXI,2012
20060320,EWC,1976
20060320,EWG,1855
20060320,EWJ,1250
20060320,EWQ,2235
20060320,EWU,1450
20060320,EWY,4234
20060320,EWZ,NaN
20060320,FXI,2018
20060321,EWC,1978
20060321,EWG,1837
20060321,EWJ,1235
20060321,EWQ,2217
20060321,EWU,1438
20060321,EWY,4143
20060321,EWZ,NaN
20060321,FXI,2028
20060322,EWC,1977
20060322,EWG,1852
20060322,EWJ,1251
20060322,EWQ,2244
20060322,EWU,1455
20060322,EWY,4114
20060322,EWZ,NaN
20060322,FXI,2031
20060323,EWC,1980
20060323,EWG,1834
20060323,EWJ,1229
20060323,EWQ,2223
20060323,EWU,1438
20060323,EWY,4074
20060323,EWZ,NaN
20060323,FXI,2045
20060324,EWC,1994
20060324,EWG,1850
20060324,EWJ,1243
20060324,EWQ,2240
20060324,EWU,1455
20060324,EWY,4097
20060324,EWZ,NaN
20060324,FXI,2054
20060327,EWC,1987
20060327,EWG,1833
20060327,EWJ,1247
20060327,EWQ,2219
20060327,EWU,1448
20060327,EWY,4156
20060327,EWZ,NaN
20060327,FXI,2071
20060328,EWC,1982
20060328,EWG,1820
20060328,EWJ,1232
20060328,EWQ,2202
20060328,EWU,1429
20060328,EWY,4104
20060328,EWZ,NaN
20060328,FXI,2047
20060329,EWC,1999
20060329,EWG,1837
20060329,EWJ,1266
20060329,EWQ,2234
20060329,EWU,1435
20060329,EWY,4179
20060329,EWZ,NaN
20060329,FXI,2060
20060330,EWC,2027
20060330,EWG,1867
20060330,EWJ,1276
20060330,EWQ,2266
20060330,EWU,1454
20060330,EWY,4171
20060330,EWZ,NaN
20060330,FXI,2081
20060331,EWC,2000
20060331,EWG,1863
20060331,EWJ,1272
20060331,EWQ,2253
20060331,EWU,1435
20060331,EWY,4252
20060331,EWZ,NaN
20060331,FXI,2074
20060403,EWC,2009
20060403,EWG,1878
20060403,EWJ,1293
20060403,EWQ,2272
20060403,EWU,1442
20060403,EWY,4343
20060403,EWZ,NaN
20060403,FXI,2115
20060404,EWC,2021
20060404,EWG,1905
20060404,EWJ,1293
20060404,EWQ,2288
20060404,EWU,1461
20060404,EWY,4417
20060404,EWZ,NaN
20060404,FXI,2143
20060405,EWC,2041
20060405,EWG,1913
20060405,EWJ,1299
20060405,EWQ,2295
20060405,EWU,1471
20060405,EWY,4478
20060405,EWZ,NaN
20060405,FXI,2157
20060406,EWC,2065
20060406,EWG,1903
20060406,EWJ,1305
20060406,EWQ,2281
20060406,EWU,1465
20060406,EWY,4475
20060406,EWZ,NaN
20060406,FXI,2173
20060407,EWC,2052
20060407,EWG,1856
20060407,EWJ,1296
20060407,EWQ,2240
20060407,EWU,1452
20060407,EWY,4444
20060407,EWZ,NaN
20060407,FXI,2143
20060410,EWC,2060
20060410,EWG,1871
20060410,EWJ,1304
20060410,EWQ,2243
20060410,EWU,1459
20060410,EWY,4441
20060410,EWZ,NaN
20060410,FXI,2168
20060411,EWC,2049
20060411,EWG,1842
20060411,EWJ,1289
20060411,EWQ,2214
20060411,EWU,1449
20060411,EWY,4332
20060411,EWZ,NaN
20060411,FXI,2129
20060412,EWC,2049
20060412,EWG,1843
20060412,EWJ,1279
20060412,EWQ,2199
20060412,EWU,1451
20060412,EWY,4322
20060412,EWZ,NaN
20060412,FXI,2124
20060413,EWC,2052
20060413,EWG,1845
20060413,EWJ,1279
20060413,EWQ,2209
20060413,EWU,1459
20060413,EWY,4406
20060413,EWZ,NaN
20060413,FXI,2141
20060417,EWC,2071
20060417,EWG,1867
20060417,EWJ,1266
20060417,EWQ,2230
20060417,EWU,1468
20060417,EWY,4486
20060417,EWZ,NaN
20060417,FXI,2168
20060418,EWC,2109
20060418,EWG,1890
20060418,EWJ,1307
20060418,EWQ,2259
20060418,EWU,1498
20060418,EWY,4585
20060418,EWZ,NaN
20060418,FXI,2245
20060419,EWC,2121
20060419,EWG,1917
20060419,EWJ,1305
20060419,EWQ,2282
20060419,EWU,1515
20060419,EWY,4593
20060419,EWZ,NaN
20060419,FXI,2269
20060420,EWC,2082
20060420,EWG,1930
20060420,EWJ,1297
20060420,EWQ,2293
20060420,EWU,1500
20060420,EWY,4580
20060420,EWZ,NaN
20060420,FXI,2269
20060421,EWC,2108
20060421,EWG,1935
20060421,EWJ,1305
20060421,EWQ,2308
20060421,EWU,1508
20060421,EWY,4611
20060421,EWZ,NaN
20060421,FXI,2279
20060424,EWC,2095
20060424,EWG,1949
20060424,EWJ,1297
20060424,EWQ,2321
20060424,EWU,1509
20060424,EWY,4568
20060424,EWZ,NaN
20060424,FXI,2224
20060425,EWC,2098
20060425,EWG,1949
20060425,EWJ,1300
20060425,EWQ,2319
20060425,EWU,1506
20060425,EWY,4545
20060425,EWZ,NaN
20060425,FXI,2167
20060426,EWC,2104
20060426,EWG,1962
20060426,EWJ,1313
20060426,EWQ,2332
20060426,EWU,1507
20060426,EWY,4646
20060426,EWZ,NaN
20060426,FXI,2186
20060427,EWC,2090
20060427,EWG,1964
20060427,EWJ,1312
20060427,EWQ,2330
20060427,EWU,1514
20060427,EWY,4607
20060427,EWZ,NaN
20060427,FXI,2137
20060428,EWC,2104
20060428,EWG,1954
20060428,EWJ,1307
20060428,EWQ,2337
20060428,EWU,1526
20060428,EWY,4521
20060428,EWZ,NaN
20060428,FXI,2194
20060501,EWC,2113
20060501,EWG,1949
20060501,EWJ,1311
20060501,EWQ,2317
20060501,EWU,1519
20060501,EWY,4549
20060501,EWZ,NaN
20060501,FXI,2203
20060502,EWC,2136
20060502,EWG,1975
20060502,EWJ,1333
20060502,EWQ,2361
20060502,EWU,1551
20060502,EWY,4620
20060502,EWZ,NaN
20060502,FXI,2253
20060503,EWC,2119
20060503,EWG,1949
20060503,EWJ,1329
20060503,EWQ,2345
20060503,EWU,1539
20060503,EWY,4616
20060503,EWZ,NaN
20060503,FXI,2238
20060504,EWC,2109
20060504,EWG,1981
20060504,EWJ,1336
20060504,EWQ,2369
20060504,EWU,1550
20060504,EWY,4656
20060504,EWZ,NaN
20060504,FXI,2270
20060505,EWC,2137
20060505,EWG,2016
20060505,EWJ,1361
20060505,EWQ,2410
20060505,EWU,1573
20060505,EWY,4695
20060505,EWZ,NaN
20060505,FXI,2291
20060508,EWC,2128
20060508,EWG,2010
20060508,EWJ,1368
20060508,EWQ,2403
20060508,EWU,1564
20060508,EWY,4754
20060508,EWZ,NaN
20060508,FXI,2337
20060509,EWC,2154
20060509,EWG,2021
20060509,EWJ,1373
20060509,EWQ,2422
20060509,EWU,1578
20060509,EWY,4713
20060509,EWZ,NaN
20060509,FXI,2330
20060510,EWC,2156
20060510,EWG,2027
20060510,EWJ,1354
20060510,EWQ,2420
20060510,EWU,1578
20060510,EWY,4716
20060510,EWZ,NaN
20060510,FXI,2300
20060511,EWC,2123
20060511,EWG,1997
20060511,EWJ,1327
20060511,EWQ,2410
20060511,EWU,1569
20060511,EWY,4627
20060511,EWZ,NaN
20060511,FXI,2265
20060512,EWC,2088
20060512,EWG,1959
20060512,EWJ,1311
20060512,EWQ,2381
20060512,EWU,1544
20060512,EWY,4541
20060512,EWZ,NaN
20060512,FXI,2247
20060515,EWC,2041
20060515,EWG,1930
20060515,EWJ,1323
20060515,EWQ,2330
20060515,EWU,1523
20060515,EWY,4446
20060515,EWZ,NaN
20060515,FXI,2211
20060516,EWC,2049
20060516,EWG,1935
20060516,EWJ,1309
20060516,EWQ,2341
20060516,EWU,1524
20060516,EWY,4417
20060516,EWZ,NaN
20060516,FXI,2227
20060517,EWC,2006
20060517,EWG,1847
20060517,EWJ,1267
20060517,EWQ,2256
20060517,EWU,1480
20060517,EWY,4327
20060517,EWZ,NaN
20060517,FXI,2157
20060518,EWC,1979
20060518,EWG,1851
20060518,EWJ,1268
20060518,EWQ,2266
20060518,EWU,1479
20060518,EWY,4283
20060518,EWZ,NaN
20060518,FXI,2138
20060519,EWC,1986
20060519,EWG,1862
20060519,EWJ,1279
20060519,EWQ,2287
20060519,EWU,1481
20060519,EWY,4362
20060519,EWZ,NaN
20060519,FXI,2182
20060522,EWC,1969
20060522,EWG,1828
20060522,EWJ,1245
20060522,EWQ,2252
20060522,EWU,1455
20060522,EWY,4159
20060522,EWZ,NaN
20060522,FXI,2037
20060523,EWC,1971
20060523,EWG,1844
20060523,EWJ,1228
20060523,EWQ,2262
20060523,EWU,1464
20060523,EWY,4180
20060523,EWZ,NaN
20060523,FXI,2069
20060524,EWC,1952
20060524,EWG,1837
20060524,EWJ,1230
20060524,EWQ,2241
20060524,EWU,1456
20060524,EWY,4161
20060524,EWZ,NaN
20060524,FXI,2041
20060525,EWC,2023
20060525,EWG,1879
20060525,EWJ,1245
20060525,EWQ,2273
20060525,EWU,1480
20060525,EWY,4194
20060525,EWZ,NaN
20060525,FXI,2101
20060526,EWC,2041
20060526,EWG,1885
20060526,EWJ,1261
20060526,EWQ,2306
20060526,EWU,1493
20060526,EWY,4242
20060526,EWZ,NaN
20060526,FXI,2089
20060530,EWC,2033
20060530,EWG,1845
20060530,EWJ,1228
20060530,EWQ,2270
20060530,EWU,1473
20060530,EWY,4051
20060530,EWZ,NaN
20060530,FXI,2010
20060531,EWC,2056
20060531,EWG,1868
20060531,EWJ,1236
20060531,EWQ,2289
20060531,EWU,1486
20060531,EWY,4129
20060531,EWZ,NaN
20060531,FXI,2045
20060601,EWC,2056
20060601,EWG,1883
20060601,EWJ,1242
20060601,EWQ,2310
20060601,EWU,1489
20060601,EWY,4177
20060601,EWZ,NaN
20060601,FXI,2066
20060602,EWC,2075
20060602,EWG,1890
20060602,EWJ,1256
20060602,EWQ,2332
20060602,EWU,1511
20060602,EWY,4180
20060602,EWZ,NaN
20060602,FXI,2090
20060605,EWC,2032
20060605,EWG,1844
20060605,EWJ,1224
20060605,EWQ,2290
20060605,EWU,1478
20060605,EWY,4052
20060605,EWZ,NaN
20060605,FXI,2024
20060606,EWC,2012
20060606,EWG,1816
20060606,EWJ,1205
20060606,EWQ,2263
20060606,EWU,1462
20060606,EWY,4038
20060606,EWZ,NaN
20060606,FXI,2069
20060607,EWC,1977
20060607,EWG,1796
20060607,EWJ,1178
20060607,EWQ,2230
20060607,EWU,1450
20060607,EWY,3974
20060607,EWZ,NaN
20060607,FXI,2049
20060608,EWC,1943
20060608,EWG,1761
20060608,EWJ,1140
20060608,EWQ,2182
20060608,EWU,1427
20060608,EWY,3854
20060608,EWZ,NaN
20060608,FXI,1985
20060609,EWC,1967
20060609,EWG,1744
20060609,EWJ,1135
20060609,EWQ,2173
20060609,EWU,1424
20060609,EWY,3828
20060609,EWZ,NaN
20060609,FXI,1956
20060612,EWC,1941
20060612,EWG,1718
20060612,EWJ,1124
20060612,EWQ,2154
20060612,EWU,1419
20060612,EWY,3774
20060612,EWZ,NaN
20060612,FXI,1912
20060613,EWC,1874
20060613,EWG,1671
20060613,EWJ,1085
20060613,EWQ,2113
20060613,EWU,1378
20060613,EWY,3652
20060613,EWZ,NaN
20060613,FXI,1843
20060614,EWC,1890
20060614,EWG,1694
20060614,EWJ,1113
20060614,EWQ,2118
20060614,EWU,1397
20060614,EWY,3799
20060614,EWZ,NaN
20060614,FXI,1896
20060615,EWC,1939
20060615,EWG,1757
20060615,EWJ,1153
20060615,EWQ,2192
20060615,EWU,1454
20060615,EWY,3938
20060615,EWZ,NaN
20060615,FXI,1982
20060616,EWC,1921
20060616,EWG,1738
20060616,EWJ,1142
20060616,EWQ,2169
20060616,EWU,1436
20060616,EWY,3913
20060616,EWZ,NaN
20060616,FXI,1984
20060619,EWC,1882
20060619,EWG,1730
20060619,EWJ,1136
20060619,EWQ,2159
20060619,EWU,1428
20060619,EWY,3828
20060619,EWZ,NaN
20060619,FXI,1944
20060620,EWC,1879
20060620,EWG,1753
20060620,EWJ,1138
20060620,EWQ,2183
20060620,EWU,1441
20060620,EWY,3790
20060620,EWZ,NaN
20060620,FXI,1946
20060621,EWC,1924
20060621,EWG,1788
20060621,EWJ,1153
20060621,EWQ,2213
20060621,EWU,1453
20060621,EWY,3874
20060621,EWZ,NaN
20060621,FXI,2003
20060622,EWC,1911
20060622,EWG,1778
20060622,EWJ,1148
20060622,EWQ,2203
20060622,EWU,1445
20060622,EWY,3824
20060622,EWZ,NaN
20060622,FXI,1997
20060623,EWC,1921
20060623,EWG,1774
20060623,EWJ,1143
20060623,EWQ,2202
20060623,EWU,1435
20060623,EWY,3833
20060623,EWZ,NaN
20060623,FXI,2016
20060626,EWC,1947
20060626,EWG,1778
20060626,EWJ,1153
20060626,EWQ,2221
20060626,EWU,1442
20060626,EWY,3838
20060626,EWZ,NaN
20060626,FXI,2021
20060627,EWC,1935
20060627,EWG,1750
20060627,EWJ,1132
20060627,EWQ,2178
20060627,EWU,1421
20060627,EWY,3791
20060627,EWZ,NaN
20060627,FXI,2013
20060628,EWC,1934
20060628,EWG,1752
20060628,EWJ,1146
20060628,EWQ,2209
20060628,EWU,1437
20060628,EWY,3865
20060628,EWZ,NaN
20060628,FXI,2062
20060629,EWC,1993
20060629,EWG,1828
20060629,EWJ,1195
20060629,EWQ,2287
20060629,EWU,1485
20060629,EWY,4060
20060629,EWZ,NaN
20060629,FXI,2155
20060630,EWC,2010
20060630,EWG,1854
20060630,EWJ,1205
20060630,EWQ,2310
20060630,EWU,1498
20060630,EWY,4113
20060630,EWZ,NaN
20060630,FXI,2144
20060703,EWC,2030
20060703,EWG,1882
20060703,EWJ,1226
20060703,EWQ,2331
20060703,EWU,1501
20060703,EWY,4175
20060703,EWZ,NaN
20060703,FXI,2178
20060705,EWC,2015
20060705,EWG,1837
20060705,EWJ,1185
20060705,EWQ,2276
20060705,EWU,1487
20060705,EWY,4015
20060705,EWZ,NaN
20060705,FXI,2120
20060706,EWC,2009
20060706,EWG,1855
20060706,EWJ,1196
20060706,EWQ,2302
20060706,EWU,1497
20060706,EWY,4036
20060706,EWZ,NaN
20060706,FXI,2177
20060707,EWC,2009
20060707,EWG,1841
20060707,EWJ,1191
20060707,EWQ,2291
20060707,EWU,1495
20060707,EWY,3996
20060707,EWZ,NaN
20060707,FXI,2136
20060710,EWC,1994
20060710,EWG,1850
20060710,EWJ,1208
20060710,EWQ,2301
20060710,EWU,1502
20060710,EWY,4088
20060710,EWZ,NaN
20060710,FXI,2168
20060711,EWC,2007
20060711,EWG,1841
20060711,EWJ,1208
20060711,EWQ,2307
20060711,EWU,1504
20060711,EWY,4106
20060711,EWZ,NaN
20060711,FXI,2174
20060712,EWC,1996
20060712,EWG,1809
20060712,EWJ,1175
20060712,EWQ,2269
20060712,EWU,1472
20060712,EWY,4056
20060712,EWZ,NaN
20060712,FXI,2147
20060713,EWC,1972
20060713,EWG,1772
20060713,EWJ,1145
20060713,EWQ,2227
20060713,EWU,1454
20060713,EWY,3952
20060713,EWZ,NaN
20060713,FXI,2078
20060714,EWC,1974
20060714,EWG,1754
20060714,EWJ,1135
20060714,EWQ,2208
20060714,EWU,1453
20060714,EWY,3902
20060714,EWZ,NaN
20060714,FXI,2080
20060717,EWC,1939
20060717,EWG,1726
20060717,EWJ,1121
20060717,EWQ,2171
20060717,EWU,1436
20060717,EWY,3870
20060717,EWZ,NaN
20060717,FXI,2050
20060718,EWC,1945
20060718,EWG,1727
20060718,EWJ,1110
20060718,EWQ,2160
20060718,EWU,1439
20060718,EWY,3838
20060718,EWZ,NaN
20060718,FXI,2069
20060719,EWC,1975
20060719,EWG,1782
20060719,EWJ,1133
20060719,EWQ,2234
20060719,EWU,1477
20060719,EWY,3987
20060719,EWZ,NaN
20060719,FXI,2153
20060720,EWC,1947
20060720,EWG,1771
20060720,EWJ,1127
20060720,EWQ,2230
20060720,EWU,1469
20060720,EWY,3943
20060720,EWZ,NaN
20060720,FXI,2122
20060721,EWC,1934
20060721,EWG,1759
20060721,EWJ,1128
20060721,EWQ,2224
20060721,EWU,1463
20060721,EWY,3920
20060721,EWZ,NaN
20060721,FXI,2113
20060724,EWC,1964
20060724,EWG,1797
20060724,EWJ,1149
20060724,EWQ,2261
20060724,EWU,1489
20060724,EWY,4038
20060724,EWZ,NaN
20060724,FXI,2181
20060725,EWC,1987
20060725,EWG,1795
20060725,EWJ,1158
20060725,EWQ,2270
20060725,EWU,1492
20060725,EWY,4034
20060725,EWZ,NaN
20060725,FXI,2170
20060726,EWC,2016
20060726,EWG,1810
20060726,EWJ,1152
20060726,EWQ,2292
20060726,EWU,1504
20060726,EWY,4056
20060726,EWZ,NaN
20060726,FXI,2155
20060727,EWC,1990
20060727,EWG,1815
20060727,EWJ,1168
20060727,EWQ,2296
20060727,EWU,1515
20060727,EWY,4107
